repo,issue_number,event_id,event_type,event_created_at,actor_login,label_name,assignee_login
tensorflow/tensorflow,108306,22545366217,labeled,2026-02-05T02:17:43Z,github-actions[bot],stale,
tensorflow/tensorflow,108306,22721719076,closed,2026-02-12T02:17:56Z,github-actions[bot],,
tensorflow/tensorflow,108305,22060576674,labeled,2026-01-15T04:52:59Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,108305,22060577010,assigned,2026-01-15T04:53:02Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,108305,22085134353,labeled,2026-01-16T03:48:57Z,Venkat6871,comp:xla,
tensorflow/tensorflow,108305,22085134366,labeled,2026-01-16T03:48:57Z,Venkat6871,TF 2.19,
tensorflow/tensorflow,108305,22216990862,labeled,2026-01-22T14:03:15Z,dhantule,stat:awaiting response,
tensorflow/tensorflow,108305,22217030401,assigned,2026-01-22T14:04:59Z,dhantule,,dhantule
tensorflow/tensorflow,108305,22217031510,unassigned,2026-01-22T14:05:02Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,108305,22393637242,labeled,2026-01-30T02:17:15Z,github-actions[bot],stale,
tensorflow/tensorflow,108305,22576258342,closed,2026-02-06T02:17:37Z,github-actions[bot],,
tensorflow/tensorflow,108268,22041380353,labeled,2026-01-14T11:48:54Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,108268,22041380984,assigned,2026-01-14T11:48:56Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,108268,22085126346,labeled,2026-01-16T03:48:16Z,Venkat6871,comp:xla,
tensorflow/tensorflow,108268,22085126353,labeled,2026-01-16T03:48:16Z,Venkat6871,TF 2.19,
tensorflow/tensorflow,108268,22101485322,unassigned,2026-01-16T17:37:39Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,108268,22101485347,assigned,2026-01-16T17:37:40Z,dhantule,,dhantule
tensorflow/tensorflow,108268,22341007528,closed,2026-01-28T09:54:22Z,copybara-service[bot],,
tensorflow/tensorflow,108266,22041159082,labeled,2026-01-14T11:38:24Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,108266,22041159694,assigned,2026-01-14T11:38:26Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,108266,22085122692,labeled,2026-01-16T03:47:56Z,Venkat6871,comp:xla,
tensorflow/tensorflow,108266,22085122707,labeled,2026-01-16T03:47:56Z,Venkat6871,TF 2.19,
tensorflow/tensorflow,108266,22731279705,labeled,2026-02-12T10:53:47Z,Venkat6871,stat:awaiting response,
tensorflow/tensorflow,108266,22897629822,unlabeled,2026-02-18T22:00:00Z,google-ml-butler[bot],stat:awaiting response,
tensorflow/tensorflow,108266,23092156375,labeled,2026-02-26T06:26:30Z,Venkat6871,stat:awaiting response,
tensorflow/tensorflow,108266,23318210571,labeled,2026-03-06T02:17:41Z,github-actions[bot],stale,
tensorflow/tensorflow,108266,23565416820,closed,2026-03-14T02:17:24Z,github-actions[bot],,
tensorflow/tensorflow,108143,22007150282,labeled,2026-01-13T05:54:28Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,108143,22007150899,assigned,2026-01-13T05:54:30Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,108143,22007689391,labeled,2026-01-13T06:26:30Z,Kayyuri,TF 2.19,
tensorflow/tensorflow,108143,22007690851,labeled,2026-01-13T06:26:34Z,Kayyuri,comp:xla,
tensorflow/tensorflow,108143,22220713553,closed,2026-01-22T16:27:37Z,mihaimaruseac,,
tensorflow/tensorflow,108094,21987103895,labeled,2026-01-12T11:27:57Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,108094,21987104456,assigned,2026-01-12T11:27:59Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,108094,22006187333,labeled,2026-01-13T04:42:34Z,dhantule,comp:xla,
tensorflow/tensorflow,108094,22730382977,labeled,2026-02-12T10:20:58Z,Venkat6871,TF 2.19,
tensorflow/tensorflow,108094,23058162406,unassigned,2026-02-25T07:10:32Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,108094,23058162450,assigned,2026-02-25T07:10:32Z,Kayyuri,,Kayyuri
tensorflow/tensorflow,108094,23058166554,labeled,2026-02-25T07:10:44Z,Kayyuri,stat:awaiting response,
tensorflow/tensorflow,108094,23280385791,labeled,2026-03-05T02:17:30Z,github-actions[bot],stale,
tensorflow/tensorflow,108094,23491062802,closed,2026-03-12T02:17:36Z,github-actions[bot],,
tensorflow/tensorflow,108077,21982524752,labeled,2026-01-12T07:48:02Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,108077,21982525318,assigned,2026-01-12T07:48:04Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,108077,22006178117,labeled,2026-01-13T04:41:45Z,dhantule,comp:xla,
tensorflow/tensorflow,108077,22007762165,labeled,2026-01-13T06:30:12Z,Kayyuri,TF 2.19,
tensorflow/tensorflow,108077,22729841601,labeled,2026-02-12T10:01:24Z,Venkat6871,stat:awaiting response,
tensorflow/tensorflow,108077,22735081858,unlabeled,2026-02-12T13:15:33Z,Venkat6871,stat:awaiting response,
tensorflow/tensorflow,108077,22735106911,labeled,2026-02-12T13:16:30Z,Venkat6871,stat:awaiting response,
tensorflow/tensorflow,108077,22935079694,labeled,2026-02-20T02:17:21Z,github-actions[bot],stale,
tensorflow/tensorflow,108077,23122588576,closed,2026-02-27T02:17:38Z,github-actions[bot],,
tensorflow/tensorflow,108073,21982248744,labeled,2026-01-12T07:30:38Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,108073,21982249190,assigned,2026-01-12T07:30:40Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,108073,22006172245,labeled,2026-01-13T04:41:13Z,dhantule,TF 2.19,
tensorflow/tensorflow,108073,22006172735,labeled,2026-01-13T04:41:17Z,dhantule,comp:xla,
tensorflow/tensorflow,108073,23250964733,assigned,2026-03-04T06:27:02Z,avmohansai,,avmohansai
tensorflow/tensorflow,108073,23250969050,labeled,2026-03-04T06:27:18Z,avmohansai,stat:awaiting response,
tensorflow/tensorflow,108073,23491063209,labeled,2026-03-12T02:17:37Z,github-actions[bot],stale,
tensorflow/tensorflow,108073,23702698265,closed,2026-03-19T02:18:14Z,github-actions[bot],,
tensorflow/tensorflow,108072,21982187735,labeled,2026-01-12T07:26:32Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,108072,21982188231,assigned,2026-01-12T07:26:34Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,108072,22006169286,labeled,2026-01-13T04:40:58Z,dhantule,TF 2.19,
tensorflow/tensorflow,108072,22006169882,labeled,2026-01-13T04:41:01Z,dhantule,comp:xla,
tensorflow/tensorflow,108072,23093397479,labeled,2026-02-26T07:24:25Z,Venkat6871,stat:awaiting response,
tensorflow/tensorflow,108072,23318211182,labeled,2026-03-06T02:17:43Z,github-actions[bot],stale,
tensorflow/tensorflow,108072,23565417223,closed,2026-03-14T02:17:26Z,github-actions[bot],,
tensorflow/tensorflow,107978,21959729156,labeled,2026-01-10T03:20:59Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,107978,21959729286,assigned,2026-01-10T03:21:02Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,107978,21980676900,unassigned,2026-01-12T05:17:56Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,107978,21980676922,assigned,2026-01-12T05:17:56Z,Kayyuri,,Kayyuri
tensorflow/tensorflow,107978,21980678398,labeled,2026-01-12T05:18:07Z,Kayyuri,TF 2.19,
tensorflow/tensorflow,107978,21981988236,closed,2026-01-12T07:11:46Z,copybara-service[bot],,
tensorflow/tensorflow,107723,21902148226,labeled,2026-01-07T16:11:44Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,107723,21902148970,assigned,2026-01-07T16:11:47Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,107723,21903428867,closed,2026-01-07T17:08:05Z,mihaimaruseac,,
tensorflow/tensorflow,107670,21889024958,labeled,2026-01-07T03:22:57Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,107670,21889025187,assigned,2026-01-07T03:22:59Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,107670,21914138826,labeled,2026-01-08T05:39:11Z,Kayyuri,TF 2.3,
tensorflow/tensorflow,107670,21914140693,labeled,2026-01-08T05:39:17Z,Kayyuri,comp:ops,
tensorflow/tensorflow,107670,21945327179,closed,2026-01-09T11:27:41Z,XiaoHuaOvo-tech,,
tensorflow/tensorflow,107439,21840223287,labeled,2026-01-04T08:26:16Z,google-ml-butler[bot],type:build/install,
tensorflow/tensorflow,107439,21840223402,assigned,2026-01-04T08:26:18Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,107439,21867763528,labeled,2026-01-06T04:24:35Z,Venkat6871,subtype:windows,
tensorflow/tensorflow,107439,21867764697,labeled,2026-01-06T04:24:43Z,Venkat6871,TF 2.19,
tensorflow/tensorflow,107439,21867766491,labeled,2026-01-06T04:24:54Z,Venkat6871,awaiting PR merge,
tensorflow/tensorflow,107439,22010184295,unassigned,2026-01-13T08:33:33Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,107439,22010184350,assigned,2026-01-13T08:33:33Z,Kayyuri,,Kayyuri
tensorflow/tensorflow,107439,22011045051,unlabeled,2026-01-13T09:10:21Z,Kayyuri,awaiting PR merge,
tensorflow/tensorflow,107439,22011351462,labeled,2026-01-13T09:23:17Z,Kayyuri,stat:awaiting response,
tensorflow/tensorflow,107439,22016761580,unlabeled,2026-01-13T13:28:07Z,google-ml-butler[bot],stat:awaiting response,
tensorflow/tensorflow,107439,22023095847,closed,2026-01-13T17:30:28Z,mihaimaruseac,,
tensorflow/tensorflow,107125,21764141131,labeled,2025-12-27T06:41:42Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,107125,21764141238,assigned,2025-12-27T06:41:44Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,107125,21787563944,labeled,2025-12-30T04:22:41Z,Venkat6871,comp:ops,
tensorflow/tensorflow,107125,21787564461,labeled,2025-12-30T04:22:46Z,Venkat6871,TF 2.19,
tensorflow/tensorflow,107125,21869095990,labeled,2026-01-06T06:18:42Z,Venkat6871,awaiting PR merge,
tensorflow/tensorflow,107125,22022868947,closed,2026-01-13T17:19:34Z,copybara-service[bot],,
tensorflow/tensorflow,107123,21764120359,labeled,2025-12-27T06:34:25Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,107123,21764120449,assigned,2025-12-27T06:34:27Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,107123,21787562842,labeled,2025-12-30T04:22:31Z,Venkat6871,comp:ops,
tensorflow/tensorflow,107123,21787563201,labeled,2025-12-30T04:22:35Z,Venkat6871,TF 2.19,
tensorflow/tensorflow,107123,21850763587,assigned,2026-01-05T10:12:07Z,dhantule,,dhantule
tensorflow/tensorflow,107123,21850764190,unassigned,2026-01-05T10:12:09Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,107123,21850830923,labeled,2026-01-05T10:15:43Z,dhantule,stat:awaiting response,
tensorflow/tensorflow,107123,21851666574,closed,2026-01-05T11:02:59Z,KnightGOKU,,
tensorflow/tensorflow,106760,21678708454,labeled,2025-12-19T21:10:40Z,acegikmoqsu07-hue,TFLiteConverter,
tensorflow/tensorflow,106760,21678709285,assigned,2025-12-19T21:10:45Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,106760,21717545793,labeled,2025-12-23T04:35:37Z,Venkat6871,stat:awaiting response,
tensorflow/tensorflow,106760,21795016492,unlabeled,2025-12-30T14:45:59Z,google-ml-butler[bot],stat:awaiting response,
tensorflow/tensorflow,106760,21846507470,labeled,2026-01-05T05:25:25Z,Venkat6871,stat:awaiting response,
tensorflow/tensorflow,106760,22004228716,labeled,2026-01-13T02:15:36Z,github-actions[bot],stale,
tensorflow/tensorflow,106760,22023112624,closed,2026-01-13T17:31:22Z,mihaimaruseac,,
tensorflow/tensorflow,106494,21609963130,labeled,2025-12-17T07:02:03Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,106494,21609963499,assigned,2025-12-17T07:02:05Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,106494,21696851290,labeled,2025-12-22T05:13:36Z,dhantule,TF 2.19,
tensorflow/tensorflow,106494,21870151928,labeled,2026-01-06T07:34:54Z,Venkat6871,awaiting PR merge,
tensorflow/tensorflow,106494,22056035476,closed,2026-01-14T23:26:50Z,copybara-service[bot],,
tensorflow/tensorflow,106378,21595199319,labeled,2025-12-16T15:08:09Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,106378,21595200063,assigned,2025-12-16T15:08:11Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,106378,21596351203,labeled,2025-12-16T15:56:35Z,dhantule,comp:ops,
tensorflow/tensorflow,106378,21596353352,labeled,2025-12-16T15:56:41Z,dhantule,TF 2.19,
tensorflow/tensorflow,106378,22397136915,unassigned,2026-01-30T04:56:41Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,106378,22397136944,assigned,2026-01-30T04:56:41Z,Kayyuri,,Kayyuri
tensorflow/tensorflow,106378,22487805227,assigned,2026-02-03T07:24:16Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,106378,22487828141,labeled,2026-02-03T07:25:20Z,Kayyuri,stat:awaiting response,
tensorflow/tensorflow,106378,22691437556,labeled,2026-02-11T02:18:07Z,github-actions[bot],stale,
tensorflow/tensorflow,106378,22694417695,unassigned,2026-02-11T06:13:48Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,106378,22901736833,closed,2026-02-19T02:18:12Z,github-actions[bot],,
tensorflow/tensorflow,106085,21512861316,labeled,2025-12-11T20:10:14Z,google-ml-butler[bot],type:performance,
tensorflow/tensorflow,106085,21512861838,assigned,2025-12-11T20:10:16Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,106085,21526797448,closed,2025-12-12T12:16:08Z,sjlearmonth,,
tensorflow/tensorflow,105870,21433758524,labeled,2025-12-08T18:34:07Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,105870,21433759057,assigned,2025-12-08T18:34:09Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105870,21444257359,labeled,2025-12-09T05:40:53Z,Venkat6871,TF 2.19,
tensorflow/tensorflow,105870,21444266600,labeled,2025-12-09T05:41:34Z,Venkat6871,subtype:macOS,
tensorflow/tensorflow,105870,21450186511,labeled,2025-12-09T10:49:51Z,Venkat6871,stat:awaiting response,
tensorflow/tensorflow,105870,21606622370,labeled,2025-12-17T02:13:47Z,github-actions[bot],stale,
tensorflow/tensorflow,105870,21735166368,closed,2025-12-24T02:15:21Z,github-actions[bot],,
tensorflow/tensorflow,105858,21430193260,labeled,2025-12-08T15:49:48Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,105858,21430193278,labeled,2025-12-08T15:49:48Z,google-ml-butler[bot],type:docs-bug,
tensorflow/tensorflow,105858,21430193858,assigned,2025-12-08T15:49:50Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105858,21447955043,labeled,2025-12-09T09:11:44Z,dhantule,TF 2.16,
tensorflow/tensorflow,105858,21460169491,closed,2025-12-09T17:49:33Z,copybara-service[bot],,
tensorflow/tensorflow,105815,21416043154,labeled,2025-12-08T04:11:35Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,105815,21416043459,assigned,2025-12-08T04:11:37Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105815,21416633922,unassigned,2025-12-08T05:03:57Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105815,21416633940,assigned,2025-12-08T05:03:57Z,Kayyuri,,Kayyuri
tensorflow/tensorflow,105815,21416636992,labeled,2025-12-08T05:04:11Z,Kayyuri,TF 2.19,
tensorflow/tensorflow,105815,21416697662,labeled,2025-12-08T05:08:33Z,Kayyuri,comp:model,
tensorflow/tensorflow,105815,21416699820,labeled,2025-12-08T05:08:41Z,Kayyuri,stat:awaiting response,
tensorflow/tensorflow,105815,21417470841,unlabeled,2025-12-08T06:07:42Z,google-ml-butler[bot],stat:awaiting response,
tensorflow/tensorflow,105815,21417879485,labeled,2025-12-08T06:35:15Z,Kayyuri,stat:awaiting response,
tensorflow/tensorflow,105815,21417943947,unlabeled,2025-12-08T06:39:31Z,google-ml-butler[bot],stat:awaiting response,
tensorflow/tensorflow,105815,21418117546,labeled,2025-12-08T06:51:56Z,Kayyuri,stat:awaiting response,
tensorflow/tensorflow,105815,21418308945,unlabeled,2025-12-08T07:03:52Z,google-ml-butler[bot],stat:awaiting response,
tensorflow/tensorflow,105815,21420551841,labeled,2025-12-08T08:52:38Z,Kayyuri,stat:awaiting response,
tensorflow/tensorflow,105815,21420650182,unlabeled,2025-12-08T08:56:42Z,google-ml-butler[bot],stat:awaiting response,
tensorflow/tensorflow,105815,21571860651,closed,2025-12-15T16:55:30Z,mihaimaruseac,,
tensorflow/tensorflow,105729,21384569022,labeled,2025-12-05T13:18:07Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,105729,21384569658,assigned,2025-12-05T13:18:09Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105729,21417034274,labeled,2025-12-08T05:33:45Z,dhantule,comp:xla,
tensorflow/tensorflow,105729,21417318894,assigned,2025-12-08T05:55:24Z,dhantule,,dhantule
tensorflow/tensorflow,105729,21417319582,unassigned,2025-12-08T05:55:27Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105729,21418153807,labeled,2025-12-08T06:54:25Z,dhantule,stat:awaiting response,
tensorflow/tensorflow,105729,21418213875,labeled,2025-12-08T06:58:39Z,dhantule,TF 2.19,
tensorflow/tensorflow,105729,21581116302,labeled,2025-12-16T02:15:30Z,github-actions[bot],stale,
tensorflow/tensorflow,105729,21716362720,closed,2025-12-23T02:15:40Z,github-actions[bot],,
tensorflow/tensorflow,105638,21361330626,labeled,2025-12-04T14:31:51Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,105638,21361331480,assigned,2025-12-04T14:31:53Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105638,21377810128,labeled,2025-12-05T07:11:47Z,dhantule,comp:xla,
tensorflow/tensorflow,105638,21418308440,labeled,2025-12-08T07:03:50Z,dhantule,TF 2.19,
tensorflow/tensorflow,105638,21420184940,assigned,2025-12-08T08:36:06Z,dhantule,,dhantule
tensorflow/tensorflow,105638,21420186734,unassigned,2025-12-08T08:36:09Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105638,21448322892,labeled,2025-12-09T09:28:25Z,dhantule,stat:awaiting response,
tensorflow/tensorflow,105638,21606622843,labeled,2025-12-17T02:13:49Z,github-actions[bot],stale,
tensorflow/tensorflow,105638,21735166707,closed,2025-12-24T02:15:23Z,github-actions[bot],,
tensorflow/tensorflow,105470,21298282978,labeled,2025-12-02T07:50:03Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,105470,21298283226,assigned,2025-12-02T07:50:04Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105470,21301199490,labeled,2025-12-02T09:51:44Z,dhantule,type:docs-bug,
tensorflow/tensorflow,105470,21301263074,labeled,2025-12-02T09:54:30Z,dhantule,comp:ops,
tensorflow/tensorflow,105470,21445248949,labeled,2025-12-09T06:46:20Z,avmohansai,awaiting PR merge,
tensorflow/tensorflow,105470,21893766115,labeled,2026-01-07T09:32:32Z,avmohansai,stat:awaiting response,
tensorflow/tensorflow,105470,21893768035,unlabeled,2026-01-07T09:32:38Z,avmohansai,awaiting PR merge,
tensorflow/tensorflow,105470,21893781320,unassigned,2026-01-07T09:33:20Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105470,21893781381,assigned,2026-01-07T09:33:20Z,avmohansai,,avmohansai
tensorflow/tensorflow,105470,21895167462,closed,2026-01-07T10:42:24Z,Redempt1onzzZZ,,
tensorflow/tensorflow,105332,21251218841,labeled,2025-11-29T10:41:42Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,105332,21251218946,assigned,2025-11-29T10:41:44Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105332,21266681119,labeled,2025-12-01T06:22:31Z,dhantule,comp:xla,
tensorflow/tensorflow,105332,22731425392,assigned,2026-02-12T10:59:07Z,avmohansai,,avmohansai
tensorflow/tensorflow,105332,22878254023,unassigned,2026-02-18T09:28:00Z,avmohansai,,avmohansai
tensorflow/tensorflow,105332,23257907868,labeled,2026-03-04T11:28:29Z,Venkat6871,2.21.0rc0,
tensorflow/tensorflow,105332,23257909618,labeled,2026-03-04T11:28:34Z,Venkat6871,stat:awaiting response,
tensorflow/tensorflow,105332,23491064417,labeled,2026-03-12T02:17:42Z,github-actions[bot],stale,
tensorflow/tensorflow,105332,23702700099,closed,2026-03-19T02:18:20Z,github-actions[bot],,
tensorflow/tensorflow,105303,21244732777,labeled,2025-11-28T15:33:02Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,105303,21244733198,assigned,2025-11-28T15:33:04Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105303,21250391255,labeled,2025-11-29T06:41:48Z,dhantule,comp:ops,
tensorflow/tensorflow,105303,21266629912,labeled,2025-12-01T06:19:43Z,dhantule,2.17,
tensorflow/tensorflow,105303,21301186904,labeled,2025-12-02T09:51:09Z,dhantule,stat:awaiting response,
tensorflow/tensorflow,105303,21349048215,unassigned,2025-12-04T04:42:54Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105303,21349048228,assigned,2025-12-04T04:42:54Z,dhantule,,dhantule
tensorflow/tensorflow,105303,21517960651,labeled,2025-12-12T02:15:26Z,github-actions[bot],stale,
tensorflow/tensorflow,105303,21659836194,closed,2025-12-19T02:15:29Z,github-actions[bot],,
tensorflow/tensorflow,105098,21178969952,labeled,2025-11-26T01:40:58Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,105098,21178970966,assigned,2025-11-26T01:41:00Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105098,21184790278,labeled,2025-11-26T05:06:01Z,Kayyuri,2.17,
tensorflow/tensorflow,105098,21184793999,labeled,2025-11-26T05:06:11Z,Kayyuri,comp:data,
tensorflow/tensorflow,105098,21234664692,assigned,2025-11-28T04:10:02Z,dhantule,,dhantule
tensorflow/tensorflow,105098,21234669008,unassigned,2025-11-28T04:10:30Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105098,21244673334,labeled,2025-11-28T15:29:02Z,dhantule,stat:awaiting response,
tensorflow/tensorflow,105098,21396233313,labeled,2025-12-06T02:10:19Z,github-actions[bot],stale,
tensorflow/tensorflow,105098,21539454662,closed,2025-12-13T02:12:22Z,github-actions[bot],,
tensorflow/tensorflow,105092,21177338856,labeled,2025-11-26T00:38:13Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,105092,21177339105,assigned,2025-11-26T00:38:15Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105092,21184687852,labeled,2025-11-26T05:03:17Z,Kayyuri,2.17,
tensorflow/tensorflow,105092,21184689345,labeled,2025-11-26T05:03:21Z,Kayyuri,comp:ops,
tensorflow/tensorflow,105092,21184691509,labeled,2025-11-26T05:03:27Z,Kayyuri,comp:gpu,
tensorflow/tensorflow,105092,21185729762,unassigned,2025-11-26T05:43:33Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,105092,21185729798,assigned,2025-11-26T05:43:33Z,Kayyuri,,Kayyuri
tensorflow/tensorflow,105092,21185755013,labeled,2025-11-26T05:44:57Z,Kayyuri,stat:awaiting response,
tensorflow/tensorflow,105092,21245872447,closed,2025-11-28T17:02:04Z,pjukalkar24,,
tensorflow/tensorflow,104861,21087260845,labeled,2025-11-21T03:10:13Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,104861,21087261101,assigned,2025-11-21T03:10:15Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,104861,21127333300,labeled,2025-11-24T04:22:36Z,Venkat6871,comp:ops,
tensorflow/tensorflow,104861,21127333305,labeled,2025-11-24T04:22:36Z,Venkat6871,2.17,
tensorflow/tensorflow,104861,22730287735,assigned,2026-02-12T10:17:24Z,avmohansai,,avmohansai
tensorflow/tensorflow,104861,22730290711,labeled,2026-02-12T10:17:31Z,avmohansai,stat:awaiting response,
tensorflow/tensorflow,104861,22841348058,unassigned,2026-02-17T04:04:34Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,104861,22935082273,labeled,2026-02-20T02:17:30Z,github-actions[bot],stale,
tensorflow/tensorflow,104861,23122589887,closed,2026-02-27T02:17:44Z,github-actions[bot],,
tensorflow/tensorflow,104859,21087172866,labeled,2025-11-21T03:01:56Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,104859,21087173210,assigned,2025-11-21T03:01:58Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,104859,21127331375,labeled,2025-11-24T04:22:22Z,Venkat6871,comp:ops,
tensorflow/tensorflow,104859,21127331379,labeled,2025-11-24T04:22:22Z,Venkat6871,2.17,
tensorflow/tensorflow,104859,21375429921,unassigned,2025-12-05T03:30:41Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,104859,21375429932,assigned,2025-12-05T03:30:42Z,dhantule,,dhantule
tensorflow/tensorflow,104859,21375430611,labeled,2025-12-05T03:30:47Z,dhantule,stat:awaiting response,
tensorflow/tensorflow,104859,21539454776,labeled,2025-12-13T02:12:24Z,github-actions[bot],stale,
tensorflow/tensorflow,104859,21687840495,closed,2025-12-21T02:15:58Z,github-actions[bot],,
tensorflow/tensorflow,104858,21087134153,labeled,2025-11-21T02:57:56Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,104858,21087134404,assigned,2025-11-21T02:57:58Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,104858,21127329298,labeled,2025-11-24T04:22:12Z,Venkat6871,comp:ops,
tensorflow/tensorflow,104858,21127329301,labeled,2025-11-24T04:22:12Z,Venkat6871,2.17,
tensorflow/tensorflow,104858,22816564927,labeled,2026-02-16T07:19:15Z,Kayyuri,stat:awaiting response,
tensorflow/tensorflow,104858,22816614303,unassigned,2026-02-16T07:22:01Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,104858,22816614332,assigned,2026-02-16T07:22:02Z,Kayyuri,,Kayyuri
tensorflow/tensorflow,104858,23019338431,labeled,2026-02-24T02:17:53Z,github-actions[bot],stale,
tensorflow/tensorflow,104858,23212317574,closed,2026-03-03T02:18:00Z,github-actions[bot],,
tensorflow/tensorflow,104856,21087008894,labeled,2025-11-21T02:44:43Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,104856,21087009145,assigned,2025-11-21T02:44:44Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,104856,21127325607,labeled,2025-11-24T04:21:51Z,Venkat6871,2.17,
tensorflow/tensorflow,104856,21127326949,labeled,2025-11-24T04:21:59Z,Venkat6871,comp:ops,
tensorflow/tensorflow,104856,21323538287,labeled,2025-12-03T05:59:29Z,avmohansai,comp:gpu,
tensorflow/tensorflow,104856,22878166848,unassigned,2026-02-18T09:24:42Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,104856,22878166950,assigned,2026-02-18T09:24:42Z,avmohansai,,avmohansai
tensorflow/tensorflow,104856,22878184740,labeled,2026-02-18T09:25:22Z,avmohansai,stat:awaiting response,
tensorflow/tensorflow,104856,23088113603,labeled,2026-02-26T02:17:31Z,github-actions[bot],stale,
tensorflow/tensorflow,104856,23280387638,closed,2026-03-05T02:17:35Z,github-actions[bot],,
tensorflow/tensorflow,104855,21086961273,labeled,2025-11-21T02:39:56Z,google-ml-butler[bot],type:bug,
tensorflow/tensorflow,104855,21086961572,assigned,2025-11-21T02:39:58Z,Venkat6871,,Venkat6871
tensorflow/tensorflow,104855,21127324092,labeled,2025-11-24T04:21:41Z,Venkat6871,comp:ops,
