repo,issue_number,comment_id,clean_comment,comment_created_at,comment_author_login,comment_author_type,author_association,is_solution_comment,primary_label
tensorflow/tensorflow,102071,3433006352,"hey , thank you for your reply and the relevant links to my query. something i noticed in the [migrate to litert from tensorflow lite]( [url] link you mentioned is that, under the [other libraries]( [url] subsection, it mentions that the c++ sdk or other libraries shouldn’t migrate to litert. moreover, i was also going through the [build litert with cmake]( [url] page, and the steps there still mention cloning the tensorflow repo and building using the cmakelists under tensorflow/lite. i'm currently working tflite in c++, and so these conflicting points are making it a little unclear on how to proceed with the migration thank you.",2025-10-22 15:26:38+00:00,Apoorv-1009,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,102071,3468532706,"hey , could you please get back to me on this when you get a chance? thanks",2025-10-30 15:13:35+00:00,Apoorv-1009,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,102071,3470345447,"hi, -1009 the c++ sdk along with the task library and others is the last component to be fully decoupled and released as an independent, portable source package (like the new python pip or android maven packages). this means that you should not expect to find a separate, complete c++ sdk for litert outside of the tensorflow source tree at this moment. the c++ api continues to use the headers and build scripts that reside in the tensorflow structure until the complete, independent repository is finalized. the source code for the c++ components is temporarily still residing in the tensorflow repository. for developers building litert from source you must clone the parent tensorflow repository and use the tensorflow/lite/ cmakelists to build the litert runtime. this is a temporary measure. we have announced that the c++ codebase will be fully decoupled and moved to the independent litert repository later this year. until that move is complete, the tensorflow repository is the official source for c++ builds. continue building litert from source by cloning the tensorflow/tensorflow.git repository as this is where the c++ apis and build scripts currently reside. you will be building the litert runtime even though the repository structure is still the legacy tflite one. we strongly encourage you to monitor the official litert developer documentation and github repository. once the full c++ source code has been moved the documentation will be updated and the confusing need to clone the tensorflow repo will be eliminated. please let me know if you have any further questions. i hope i answered your questions. thank you for your cooperation and patience.",2025-10-30 21:29:40+00:00,gaikwadrahul8,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,102071,3473505518,"thank you for your reply, this clears it up.",2025-10-31 15:08:10+00:00,Apoorv-1009,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,102065,3392889371,"this has the classic symptoms of a low-level driver or cudnn incompatibility, especially given the new ampere-based gpu and the recent ubuntu 24.04 release. the silent crash points away from a python-level issue and towards a problem in the underlying c++ libraries. to help narrow this down, it would be extremely useful if the original poster could provide two key pieces of information: 1. the full output of the [inline code] command. this will show the exact nvidia driver version, which is the most critical missing piece of information. 2. the result of running the same code inside the official tensorflow docker container. this is the most important diagnostic step. if the code works in the container, the problem is confirmed to be in the local environment setup. if it also fails in the container, it points to a more serious, reproducible bug in tensorflow itself. the command to test this would be: bash docker run --rm --gpus all -it tensorflow/tensorflow:2.13.0-gpu python -c ""from tensorflow.keras.models import sequential; from tensorflow.keras.layers import conv2d, input; import numpy as np; model = sequential([input(shape=(32, 32, 3)), conv2d(8, (3, 3), activation='relu'), conv2d(3, (3, 3), activation='sigmoid')]); model.compile(optimizer='adam', loss='mse'); model.train on batch(np.random.rand(1, 32, 32, 3), np.random.rand(1, 32, 32, 3)); print('success!')""",2025-10-11 04:18:27+00:00,CodersAcademy006,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,102065,3433067395,"hi , apologies for the delay, and thanks for raising your concern here. i tried running your code on google colab using tensorflow versions 2.19.0 and 2.20.0 with gpu enabled, and the code worked fine without any crashes. i noticed that you are using an older tensorflow version (2.13.0). this issue might already be resolved in the newer releases. could you please try upgrading to the latest stable tensorflow version and check again? many gpu-related issues have been fixed in recent versions, so it’s always recommended to use the latest stable release for better performance and compatibility. i am attaching the colab [gist]( [url] for your reference. thank you!",2025-10-22 15:40:20+00:00,Venkat6871,User,CONTRIBUTOR,1,stat:awaiting response
tensorflow/tensorflow,102055,3393908421,closing this issue as spam.,2025-10-12 04:14:42+00:00,Venkat6871,User,CONTRIBUTOR,0,type:bug
tensorflow/tensorflow,102044,3392898523,"the number [inline code] when truncated to its least significant 8 bits ( [inline code] ) is [inline code] . this explains why the comparison fails only at the third position, where the tensor value is also [inline code] , as the operation incorrectly becomes [inline code] . the dense [inline code] version likely uses a different kernel that correctly handles type promotion, which explains its correct behavior.",2025-10-11 04:32:54+00:00,CodersAcademy006,User,CONTRIBUTOR,0,type:bug
tensorflow/tensorflow,102044,3407141707,"this is a type cast issue, not a bug in tf. you should cast [inline code] to the proper type. as of now, this is wai (working as intended)",2025-10-15 15:50:58+00:00,mihaimaruseac,User,CONTRIBUTOR,0,type:bug
tensorflow/tensorflow,102027,3389319638,"pr opened here: [url] only fix the limitation. the two issues in [inline code] is not dealt. if needed to be changed, please tell me, thanks!",2025-10-10 10:44:57+00:00,ILCSFNO,User,CONTRIBUTOR,1,type:docs-bug
tensorflow/tensorflow,102027,3413798262,"hi , apologies for the delay, thanks for raising your issue here. i see you have already taken the initiative and submitted a [pull request]( [url] for this! that is awesome. once it is merged, the problem should be resolved. thanks again for both reporting the issue and contributing a fix to tensorflow!",2025-10-17 04:15:19+00:00,Venkat6871,User,CONTRIBUTOR,1,type:docs-bug
tensorflow/tensorflow,102027,3435521660,that's alright! thanks for your noting again!,2025-10-23 07:27:23+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:docs-bug
tensorflow/tensorflow,101960,3388343874,"hi , could you please provide the tensorflow version and the compatible packages you are trying to install? there are at least a few possible causes for the issue you are facing: the msvc 2019 redistributable is not installed. your cpu does not support avx2 instructions. your cpu or python installation is 32-bit. a required library is missing or located in a different path and cannot be loaded. additionally, please share your environment details and the steps you followed to install tensorflow. also, it appears this issue might be a duplicate of [url] [url] thank you!",2025-10-10 05:27:23+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,101889,3392973458,"hi , this is a native crash pointing to memory access error in c++ kernel for the [inline code] op, likely an integer overflow or miscalculation specific to 32-bit [inline code] architecture. to help debug this, could you please provide a minimal reproducible example ? 1. the [inline code] model file that causes the crash. 2. if possible, an example of the input tensor(s) that trigger the issue. without the model, it's nearly impossible to reproduce and fix this kind of low-level memory bug.",2025-10-11 06:24:55+00:00,CodersAcademy006,User,CONTRIBUTOR,1,stat:awaiting response
tensorflow/tensorflow,101889,3409477065,"hi . this is a proprietary model that we're using, so it's not possible for me to share it. is there something i can do on my end to help troubleshoot it?",2025-10-16 07:08:27+00:00,sebouh00,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,101889,3564470870,"hi , thank you for reporting this issue and for providing detailed feedback. we want to inform you that the core tensorflow lite project has formally transitioned and is now actively being developed as [litert]( [url] all future active development including bug fixes, performance improvements and feature enhancements for the runtime will occur exclusively within the new standalone litert repository. we strongly recommend migrating your current setup to litert to ensure you are utilizing the most up-to-date and supported version. regarding your current report, we request that you test the issue reproduction using the [latest litert build]( [url] if the problem is resolved, please feel free to close this github thread. if the issue persists, kindly notify us and we will proceed to migrate this discussion to the litert repository which is the official platform for future investigation and resolution. finally, please note that all new bug reports and feature requests must be created directly in the [litert repository]( [url] going forward. if you choose to remain on the legacy tflite version instead of migrating, please share the specific reason(s) for your dependency as this feedback is crucial for understanding community-wide transition blockers. please refer [tensorflow lite is now litert]( [url] blog and [migrate to litert from tensorflow lite]( [url] official documentation for more information. thanks for your cooperation and understanding.",2025-11-21 20:20:47+00:00,aravindmurali22,User,NONE,1,stat:awaiting response
tensorflow/tensorflow,101746,3377142897,"hi , thank you for raising this issue. the root cause appears to be that the current tensorflow pip binaries do not include precompiled cuda kernels for the nvidia blackwell architecture (compute capability 12.0, used in the rtx 50 series). as a result, when tensorflow falls back to jit compilation from ptx, the generated ptx code is rejected by the cuda 13.x driver, leading to [inline code] and [inline code] errors. this is a known and ongoing issue. please refer to the following tracking [issue]( [url] for further updates and technical discussions. some of the comments there may also be helpful for your setup. thank you!",2025-10-07 14:23:39+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,101746,3783900614,"i can confirm encountering this exact issue on an nvidia geforce rtx 5080 gpu using tensorflow 2.16+. the issue seems indeed related to the lack of precompiled kernels for compute capability 12.0 (blackwell) and xla compilation failures with the new drivers. however, i managed to get a stable training loop and inference running by explicitly disabling xla devices and jit compilation. workaround that worked for me: 1. disable xla devices (must be done before importing tensorflow): [code block] 2. disable jit in keras models: when compiling your model, explicitly set [inline code] : [code block] with these settings, i am able to utilize the gpu for training without the [inline code] crash.",2026-01-22 11:28:33+00:00,YoranWandelsStudentHowest,User,NONE,1,stat:awaiting response
tensorflow/tensorflow,101746,4013058905,"hi, i think that this could help: [url]",2026-03-06 17:33:25+00:00,MichaeLaudrup,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,101578,3364836607,"pr opened here, thanks! [url]",2025-10-03 08:51:07+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:docs-bug
tensorflow/tensorflow,101521,3361996414,"pr opened here, thanks a lot! [url]",2025-10-02 16:02:33+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:docs-bug
tensorflow/tensorflow,101521,3413791057,"hi , apologies for the delay, thanks for raising your issue here. i see you have already taken the initiative and submitted a [pull request]( [url] for this! that is awesome. once it is merged, the problem should be resolved. thanks again for both reporting the issue and contributing a fix to tensorflow!",2025-10-17 04:12:52+00:00,Venkat6871,User,CONTRIBUTOR,1,type:docs-bug
tensorflow/tensorflow,101521,3435587169,that's alright! thanks for your noting again!,2025-10-23 07:48:27+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:docs-bug
tensorflow/tensorflow,101516,3361607946,"pr opened here, thanks: [url]",2025-10-02 14:58:34+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:docs-bug
tensorflow/tensorflow,101516,3413788286,"hi , apologies for the delay, thanks for raising your issue here. i see you have already taken the initiative and submitted a [pull request]( [url] for this! that is awesome. once it is merged, the problem should be resolved. thanks again for both reporting the issue and contributing a fix to tensorflow!",2025-10-17 04:11:38+00:00,Venkat6871,User,CONTRIBUTOR,1,type:docs-bug
tensorflow/tensorflow,101516,3435590606,that's alright! thanks for your noting again!,2025-10-23 07:49:31+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:docs-bug
tensorflow/tensorflow,101499,3392977369,"hi , this appears to be the expected behavior for the efficientnetv2 architecture. the layers named [inline code] , [inline code] , and [inline code] are the final layers of the feature extraction backbone, not part of the classification head. when you set [inline code] , it correctly removes the original [inline code] and [inline code] layers. the output of the base model is therefore the output of the [inline code] layer, which is the final feature map intended for transfer learning. this is a common point of confusion due to the layer naming convention, but the model is functioning correctly.",2025-10-11 06:28:22+00:00,CodersAcademy006,User,CONTRIBUTOR,0,type:bug
tensorflow/tensorflow,101499,3392982591,i am clear about this. the subject of my post is confusing. it's not about the top layer [inline code] but the [inline code] does not work at all. [url],2025-10-11 06:35:46+00:00,khteh,User,NONE,0,type:bug
tensorflow/tensorflow,101499,3483892783,may i know what type of activation function is used at this [inline code] layer? what's the expected range of output values from that layer? this is what i get when i do [inline code] : [code block] are these values expected? this is what i get when i do [inline code] : [code block] how can there be negative probabilities?,2025-11-04 05:11:29+00:00,khteh,User,NONE,0,type:bug
tensorflow/tensorflow,101499,3488949518,close this and use [url] to track.,2025-11-05 02:47:36+00:00,khteh,User,NONE,1,type:bug
tensorflow/tensorflow,101472,3358971218,assign me this issue,2025-10-02 04:14:47+00:00,Sujal1201,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,101472,3359740549,"divided it into two section using thn use col-6 for each section for mobile view . using fix property fs-12,fs-xl-12, so the buttom section be same in large and small device",2025-10-02 08:04:58+00:00,sagarjsagarj6-ctrl,User,NONE,1,stat:awaiting response
tensorflow/tensorflow,101472,3384207950,"hi , apologies for the delay, and thank you for raising your concern here. the site is displaying its default mobile layout. to view the desktop version on your mobile device, please switch to desktop site mode in your browser settings. thank you!",2025-10-09 05:39:37+00:00,Kayyuri,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,101472,3398312133,not a tf issue,2025-10-13 16:58:39+00:00,mihaimaruseac,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,101397,3564491324,"hi -stoast , thanks for the filing this issue. we want to inform you that the core tensorflow lite project has formally transitioned and is now actively being developed as [litert]( [url] all future active development including bug fixes, performance improvements and feature enhancements for the runtime will occur exclusively within the new standalone litert repository. we strongly recommend migrating your current setup to litert to ensure you are utilizing the most up-to-date and supported version. regarding your current report, we request that you test the issue reproduction using the [latest litert build]( [url] if the problem is resolved, please feel free to close this github thread. if the issue persists, kindly notify us and we will proceed to migrate this discussion to the litert repository which is the official platform for future investigation and resolution. finally, please note that all new bug reports and feature requests must be created directly in the [litert repository]( [url] going forward. thanks for your cooperation and understanding.",2025-11-21 20:27:53+00:00,aravindmurali22,User,NONE,1,stat:awaiting response
tensorflow/tensorflow,101391,3392994771,"hi , this is a common issue when working with nightly builds, as they are temporary and older versions are regularly removed from pypi. the specific version [inline code] that your [inline code] package depends on has been deleted. you have two main options to solve this: 1. recommended: upgrade to the latest nightly versions the best practice is to upgrade both packages to the latest available nightly versions that are compatible with each other. this will resolve the dependency issue. try running: [code block] 2. find the old build in google cloud storage if you absolutely must use that specific old version, tensorflow archives its builds in a public google cloud storage bucket. you can often find the old wheel file there and install it directly via its url. the url would look something like this (you'd need to confirm the exact filename and python/platform tags): [inline code] you could then install it using: [code block] i'd strongly recommend trying option 1 first, as relying on specific, deleted nightly builds will likely cause more issues in the future.",2025-10-11 06:49:54+00:00,CodersAcademy006,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,101391,3407238922,"don't pin on nightly, they should only be used for early detection of breaking changes. the nightly packages are best-effort. if you really need a specific nightly version, make a backup of it.",2025-10-15 16:08:09+00:00,mihaimaruseac,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,101361,3351064841,"i found that there was a normal logic that caused high water mark to be 0 during debugging. at this time, the value of underlying buffer .getptr() was nullptr. so i speculated whether the null check was removed for this reason. is there a better adjustment plan here, or is it done for a specific purpose.",2025-09-30 09:57:28+00:00,karmenOvO-cc,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,101361,3564529403,"hi -cc, thank you for the detailed report. the tensorflow lite runtime has now transitioned to [litert]( [url] where all future development and bug fixes will occur. we strongly recommend migrating to litert to get the latest updates. could you please verify if this issue is present in the[ latest litert build]( [url] - if the issue is resolved, you can close this thread. - if it persists, let us know, and we will move this issue to the litert repository for a fix. going forward, please file all new bug reports in the [litert issue tracker](httpss://github.com/google-ai-edge/litert/issues/new). if you are blocked from migrating, please share your reasons, as this feedback is very helpful. for more information, please see our [announcement blog]( [url] and the [migration guide]( [url] thanks for your cooperation.",2025-11-21 20:39:35+00:00,aravindmurali22,User,NONE,1,stat:awaiting response
tensorflow/tensorflow,101307,3351931814,"hi , could you please provide the tensorflow version and the compatible packages you are trying to install? there are at least a few possible causes for the issue you are facing: the msvc 2019 redistributable is not installed. your cpu does not support avx2 instructions. your cpu or python installation is 32-bit. a required library is missing or located in a different path and cannot be loaded. additionally, please share your environment details and the steps you followed to install tensorflow. also, it appears this issue might be a duplicate of [url] [url] thank you!",2025-09-30 12:49:14+00:00,Venkat6871,User,CONTRIBUTOR,0,type:build/install
tensorflow/tensorflow,101307,3352564956,i have intel celeron n4120 processor with the memory 4gb ram and i am student to develop many project yesterday i create a project so i installed tensorflow using pip command : pip install opencv-python mediapipe numpy and pip install tensorflow==2.18.0,2025-09-30 14:46:46+00:00,Abhinavvel2006,User,NONE,0,type:build/install
tensorflow/tensorflow,101307,3352672707,i reinstalled tensorflow i sent photo![20250930 203917.jpg]( [url],2025-09-30 15:11:04+00:00,Abhinavvel2006,User,NONE,0,type:build/install
tensorflow/tensorflow,101307,3376865577,"hi , based on the error and your system specs (intel celeron n4120 with 4gb ram), i can help identify the likely cause: root cause: the intel celeron n4120 processor does not support avx2 instructions, which tensorflow 2.18 requires. this is why you're getting the dll initialization error. solutions: 1. use tensorflow 2.10 or earlier (last version with avx-only support): [code block] 2. install msvc 2019 redistributable (if not already installed): - download from: [url] - this provides required dll dependencies 3. verify python is 64-bit : [code block] should output [inline code] . if it shows [inline code] , reinstall 64-bit python. 4. alternative: use tensorflow-cpu with conda (if other methods fail): [code block] for your gesture recognition project with limited resources, i'd recommend tensorflow 2.10.1 + optimizing your model for inference. let me know if you need help with model optimization! related issues: ,",2025-10-07 13:19:23+00:00,Sarbansah07,User,NONE,0,type:build/install
tensorflow/tensorflow,101307,3394486966,hi thank you for your comment. from your comment i used your steps from there is no version in 2.10 tensorflow and i installed redistribution from your link also i can't use conda can you please reply for install conda how to import into my code,2025-10-12 14:02:23+00:00,Abhinavvel2006,User,NONE,0,type:build/install
tensorflow/tensorflow,101296,3346651149,putting the [inline code] activation in the [inline code] layer seems to work. why?,2025-09-29 12:24:30+00:00,khteh,User,NONE,0,type:bug
tensorflow/tensorflow,101296,3483893276,may i know what type of activation function is used at this [inline code] layer? what's the expected range of output values from that layer? this is what i get when i do [inline code] : [code block] are these values expected? this is what i get when i do [inline code] : [code block] how can there be negative probabilities?,2025-11-04 05:11:40+00:00,khteh,User,NONE,0,type:bug
tensorflow/tensorflow,101296,3488937554,same for [inline code] : [code block] the l2 norm from the [inline code] is not around 1: [code block],2025-11-05 02:44:29+00:00,khteh,User,NONE,0,type:bug
tensorflow/tensorflow,101296,3495074382,"i have found out my mistake. to use [inline code] with the loss function and use the [inline code] output, there is one extra step that i need to take, i.e., [inline code] .",2025-11-06 05:00:33+00:00,khteh,User,NONE,0,type:bug
tensorflow/tensorflow,101201,3341932156,i reproduced this on macos / python 3.11 with tf 2.16.2 + tf hub 0.16.1. [inline code] raises: valueerror: only instances of keras.layer can be added to a sequential model.,2025-09-27 17:24:53+00:00,athulya-anil,User,NONE,0,type:bug
tensorflow/tensorflow,101201,3341970422,created a pr for the fix - [url],2025-09-27 18:38:02+00:00,athulya-anil,User,NONE,1,type:bug
tensorflow/tensorflow,101201,3398262604,"this should be in the hub repo, not here",2025-10-13 16:46:21+00:00,mihaimaruseac,User,CONTRIBUTOR,0,type:bug
tensorflow/tensorflow,101201,3650492985,any update?,2025-12-14 08:49:34+00:00,khteh,User,NONE,0,type:bug
tensorflow/tensorflow,101188,3370852545,i was able to reproduce the same issue using tensorflow versions 2.19.0 and 2.20.0. i am providing a [gist]( [url] here for your reference. thank you!,2025-10-06 10:06:58+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,101188,3721360062,"hi , this is intended behavior for xla. the xla compiler is optimized for numerical computations (linear algebra) and does not natively support [inline code] types or operations like [inline code] that rely on hash tables and variable-length data. when you use [inline code] , you force the entire function context to run on the xla device. since the function input is a string tensor, xla attempts to create an entry point ( [inline code] ) for a string, which fails because xla kernels only support numerical types (floats, ints, bools). solution: you must separate the preprocessing (strings - ints) from the computation (ints - output). the preprocessing should run in standard tensorflow (cpu), and the resulting integers can then be passed to the jit-compiled function. here is the corrected architectural pattern: python import tensorflow as tf from tensorflow import keras from tensorflow.keras import layers class testmodel(keras.model): def init (self): super(). init () 1. preprocessing (cpu/standard runtime) self.number encoding = layers.stringlookup(vocabulary=[""1"", ""2"", ""3"", ""4"", ""5""]) 2. computation (xla compatible) self.embedding = layers.embedding(input dim=self.number encoding.vocabulary size(), output dim=64) def call(self, inputs): step a: convert strings to ints (not compiled) encoded = self.number encoding(inputs) step b: run math on xla (compiled) return self.compiled embedding(encoded) .function(jit compile=true) def compiled embedding(self, encoded inputs): this function only sees integers, so xla is good return self.embedding(encoded inputs) inputs = tf.constant([""3"", ""1"", ""4"", ""2"", ""5""]) model = testmodel() output = model(inputs) print(""success:"", output.shape)",2026-01-08 00:18:18+00:00,Devguru-codes,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,101188,3983062364,"hi , thanks for your patience. this is expected behavior. xla only supports numerical tensor types, so [inline code] inputs are not compatible when [inline code] is enabled. all inputs to a jit-compiled function need to be xla-supported types. the usual pattern is to keep preprocessing outside the jit-compiled function. after moving stringlookup out of the compiled function, the example runs correctly under xla. i have shared a minimal working [gist]( [url] for reference. -codes thanks for the helpful explanation.",2026-03-02 09:05:57+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,101183,3369991238,i was able to reproduce the same issue using tensorflow versions 2.19.0 and 2.20.0. i am providing a [gist]( [url] here for your reference. thank you!,2025-10-06 05:36:51+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,101183,3990240344,"hi , thanks for your patience. this is expected. xla only supports numerical tensor types, so [inline code] tensors are not supported as inputs or return values when [inline code] is enabled. all operations inside a jit-compiled function must be xla-compatible, so returning a string tensor leads to a compilation error. i have attached a colab [gist]( [url] showing a minimal example. i hope this helps clarify the behavior. thank you!",2026-03-03 10:58:05+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,101181,3369975893,i was able to reproduce the same issue using tensorflow versions 2.19.0 and 2.20.0. i am providing a [gist]( [url] here for your reference. thank you!,2025-10-06 05:27:45+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,101181,3990549942,"hi , thank you for the report, and apologies for the delay. this behavior is expected. xla supports numerical tensor types only, and [inline code] tensors are not supported. in this case, [inline code] lowers to the [inline code] operation, which does not support string dtypes under xla. when [inline code] is enabled, all operations within the function must be xla-compatible. using string tensors inside the compiled function will therefore result in a compilation failure. i have attached a minimal colab example [gist]( [url] for reference. thank you.",2026-03-03 11:59:08+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,101142,3343829316,,2025-09-28 16:00:32+00:00,0xra0,User,NONE,0,type:build/install
tensorflow/tensorflow,101142,3351923549,"hi , apologies for the delay, thanks for the raising your issue here. apologies for the delay, and thank you for raising your concern. it seems you have installed incompatible versions. could you please update them as per the official documentation and let us know if the issue still persists? here is the [documentation]( [url] for your reference. thank you!",2025-09-30 12:47:16+00:00,Venkat6871,User,CONTRIBUTOR,0,type:build/install
tensorflow/tensorflow,101142,3351943281,"hi []( [url] , apologies for the delay, thanks for the raising your issue here. apologies for the delay, and thank you for raising your concern. it seems you have installed incompatible versions. could you please update them as per the official documentation and let us know if the issue still persists? here is the [documentation]( [url] for your reference. thank you! no, the problem has not disappeared",2025-09-30 12:51:37+00:00,0xra0,User,NONE,0,type:build/install
tensorflow/tensorflow,101142,3368133763,"hi []( [url] , apologies for the delay, thanks for the raising your issue here. apologies for the delay, and thank you for raising your concern. it seems you have installed incompatible versions. could you please update them as per the official documentation and let us know if the issue still persists? here is the [documentation]( [url] for your reference. thank you! no, the problem has not disappeared rebuild using another version cuda (12.5.0) and cudnn (9.3.0) didn't help the same error",2025-10-04 11:10:26+00:00,0xra0,User,NONE,0,type:build/install
tensorflow/tensorflow,101142,3378015061,,2025-10-07 18:08:47+00:00,0xra0,User,NONE,0,type:build/install
tensorflow/tensorflow,101142,3507919276,the same error in tensorflow 2.20.0,2025-11-09 10:33:23+00:00,0xra0,User,NONE,0,type:build/install
tensorflow/tensorflow,101142,3508431769,the same error in tensorflow 2.21.0,2025-11-09 14:59:14+00:00,0xra0,User,NONE,0,type:build/install
tensorflow/tensorflow,101142,3544056614,problem fixed!,2025-11-17 22:12:04+00:00,0xra0,User,NONE,1,type:build/install
tensorflow/tensorflow,101142,3632623009,problem fixed! could you share a solution? i'm facing the same issue.,2025-12-09 14:42:29+00:00,michalkubisz,User,NONE,1,type:build/install
tensorflow/tensorflow,101142,3632667235,"problem fixed! could you share a solution? i'm facing the same issue. if you have an amd graphics card, then use fork from rocm [url]",2025-12-09 14:50:08+00:00,0xra0,User,NONE,1,type:build/install
tensorflow/tensorflow,101142,3635820326,"problem fixed! could you share a solution? i'm facing the same issue. if you have an amd graphics card, then use fork from rocm [url] oh i see, thank you. i thought that maybe there is some magic trick to build a standard tf package.",2025-12-10 07:51:43+00:00,michalkubisz,User,NONE,1,type:build/install
tensorflow/tensorflow,101142,3637350877,"problem fixed! could you share a solution? i'm facing the same issue. if you have an amd graphics card, then use fork from rocm [url] oh i see, thank you. i thought that maybe there is some magic trick to build a standard tf package. you're welcome!",2025-12-10 14:28:00+00:00,0xra0,User,NONE,1,type:build/install
tensorflow/tensorflow,101115,3342069136,i've fixed it with this pr - [url],2025-09-27 21:50:10+00:00,athulya-anil,User,NONE,1,type:docs-bug
tensorflow/tensorflow,101115,3398265948,not a tf issue,2025-10-13 16:47:34+00:00,mihaimaruseac,User,CONTRIBUTOR,0,type:docs-bug
tensorflow/tensorflow,101017,3346202517,closing the issue got it resolved after removing xnnpack related code from interpreter wrapper.c. thanks,2025-09-29 10:30:40+00:00,Ankita-020696,User,NONE,1,type:build/install
tensorflow/tensorflow,100872,3323263926,"hi, this issue occurs because keras.layers.lstm with default parameters uses the cudnn fast path, which is not supported by xla gpu jit. a simple workaround is to disable the cudnn path by setting recurrent dropout 0. for example: layers.lstm(32, recurrent dropout=0.1, return sequences=false) this allows the lstm to compile and run under xla on gpu while still functioning correctly. this works in my ubuntu 24.04 [issue 100872.py]( [url]",2025-09-23 10:03:52+00:00,Priyanshu-Jain7,User,NONE,1,stat:awaiting response
tensorflow/tensorflow,100872,3346216953,"hi -jain7, thanks for your pointers and quick response. hi , apologies for the delay, and thanks for raising this issue. i was able to reproduce the same behavior with tensorflow 2.19.0 and 2.20.0. as -jain7 mentioned, setting recurrent dropout 0 disables the cudnn fast path and allows the lstm to compile under xla gpu jit. i tried this workaround and it works fine for me as well. here is a minimal [gist]( [url] with the workaround for reference. thank you!",2025-09-29 10:34:31+00:00,Venkat6871,User,CONTRIBUTOR,1,stat:awaiting response
tensorflow/tensorflow,100689,3319892699,"gpu support is only available on linux. for windows, you could try using wsl.",2025-09-22 15:57:48+00:00,mihaimaruseac,User,CONTRIBUTOR,0,type:bug
tensorflow/tensorflow,100689,3321117234,"i think this wasn't the case for the previous version of tensorflow and python 3.12. what changed? i used to run tensorflow gpu on both as far i remember. ah now i checked the documentation [url] caution: tensorflow 2.10 was the last tensorflow release that supported gpu on native-windows. starting with tensorflow 2.11, you will need to install [tensorflow in wsl2]( [url] or install tensorflow or tensorflow-cpu and, optionally, try the [tensorflow-directml-plugin]( [url] that's strange! ok will close the ticket, but that's a very strange decision",2025-09-22 19:39:06+00:00,elieobeid7,User,NONE,1,type:bug
tensorflow/tensorflow,100590,3982470656,"hi , sorry for the delay, and thanks for your patience. this turned out to be a windows-specific macro conflict affecting [inline code] , tf.minimum, and [inline code] when using int64. the issue was caused by min/max macro interference, and the fix ensures [inline code] and [inline code] are resolved correctly in the c++ code. the fix is available in recent builds. could you check whether this is resolved with: the latest [inline code] , or [inline code] let us know if the behavior looks correct on your windows setup. thanks.",2026-03-02 06:44:58+00:00,Venkat6871,User,CONTRIBUTOR,1,stat:awaiting response
tensorflow/tensorflow,100533,3404472549,will a newer version of the tensorflow library be published that contains support 16kb page alignment in android?,2025-10-15 04:24:30+00:00,JoyalTA,User,NONE,0,type:bug
tensorflow/tensorflow,100522,3307486888,"fixes all the findings except the other funcs related to the name of [inline code] . pr opened here: [url] if any change in this pr is not right, please tell me and then i'll remove it. thanks!",2025-09-18 13:33:02+00:00,ILCSFNO,User,CONTRIBUTOR,1,type:docs-bug
tensorflow/tensorflow,100519,3333397705,"i was able to reproduce your issue on colab using tensorflow version 2.19.0 and 2.20.0 here, i am providing [gist]( [url] for your reference. thank you!",2025-09-25 10:56:22+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
